income,loan_amount,credit_score,term,employment_years,age,Class
23946,37148,520,36,3,33,1
18701,40018,525,48,9,31,1
60710,14856,653,36,4,19,0
77661,8713,642,60,12,35,0
61520,17913,678,48,12,21,0
13265,43127,592,48,7,23,1
58486,3732,700,12,11,40,0
60052,14927,744,48,13,20,0
40607,30103,469,48,10,41,1
64587,18832,814,36,15,36,0
35792,43481,524,24,10,29,1
10000,39882,544,60,13,29,1
50338,15419,763,36,2,34,0
19444,40489,514,60,0,18,1
25578,38393,519,24,19,21,1
29356,50000,559,60,14,29,1
67084,11484,633,48,16,47,0
65369,19163,658,36,19,47,0
70470,13516,780,12,7,37,0
70643,30145,708,60,11,28,0
52559,10961,711,12,4,36,0
45080,16873,666,24,18,21,0
55719,16734,692,60,12,28,0
56895,19524,723,12,8,46,0
80304,15501,705,60,18,45,0
50743,14937,629,12,4,40,0
40431,16759,682,60,0,48,0
58416,15412,645,60,3,38,0
62608,10759,783,60,15,50,0
21731,40631,423,24,18,37,1
12151,44556,542,12,15,19,1
60484,15356,780,48,3,18,0
13070,47661,473,24,4,31,1
59990,19452,702,12,11,28,0
49181,13837,660,60,7,45,0
44304,12693,746,24,1,30,0
62264,16090,651,24,1,38,0
67244,14504,712,60,15,52,0
67505,16926,663,36,3,32,0
53670,17617,683,60,14,46,0
67751,21675,684,36,9,39,0
23213,41482,487,48,0,19,1
10000,36957,592,60,7,25,1
21990,36941,558,12,14,30,1
56689,10813,613,24,8,33,0
56122,12105,697,48,6,44,0
62015,22460,659,24,1,48,0
18250,41749,451,12,11,25,1
55594,20383,682,24,3,31,0
26862,43694,568,24,8,29,1
64652,8474,703,36,14,24,0
75765,25258,647,36,15,26,0
17808,40986,509,24,5,18,1
36777,38324,571,36,7,25,1
66984,12430,671,60,7,25,0
41712,8060,758,36,4,40,0
21486,38783,523,48,12,29,1
71563,11893,744,60,8,30,0
31792,39159,435,12,8,18,1
62126,13332,786,48,13,37,0
31081,36878,496,48,14,21,1
12923,44764,464,12,6,22,1
13070,36240,446,36,2,25,1
50752,15581,711,12,8,42,0
23417,35951,459,24,0,24,1
49161,9359,730,24,18,37,0
61767,18895,704,24,1,32,0
66789,10554,773,60,5,31,0
68589,12341,691,24,13,33,0
63707,9482,756,48,12,33,0
48500,16864,689,24,18,32,0
69191,17457,689,24,1,38,0
65154,6520,743,60,15,31,0
59182,29581,753,12,18,24,0
47552,14488,640,36,16,18,0
10000,39772,524,60,12,26,1
14550,44411,514,36,13,20,1
50439,20070,644,48,2,30,0
69374,20928,739,36,18,38,0
58527,35127,522,12,11,43,1
70483,12986,755,60,1,29,0
10000,40907,530,36,2,25,1
10000,39743,479,12,6,32,1
51155,20588,743,24,9,36,0
74031,12225,745,60,19,29,0
60538,14343,782,60,7,33,0
25697,42498,555,24,8,24,1
59092,17173,665,12,5,18,0
33277,20583,753,60,10,36,0
45733,33699,507,48,12,37,1
58536,11538,679,36,13,41,0
53866,13796,703,24,12,33,0
57425,16849,730,12,19,36,0
65228,27068,727,60,17,34,0
48399,16153,669,24,18,24,0
44507,13321,760,24,19,39,0
80211,22434,686,60,14,31,0
10000,50000,479,12,6,25,1
55576,16544,748,12,16,30,0
72500,10762,759,12,16,34,0
61002,10593,601,24,2,24,0
34597,21889,673,48,10,33,0
56823,11557,719,48,11,19,0
55644,13703,718,12,18,42,0
88383,9283,663,48,16,44,0
37386,9186,753,60,4,24,0
62829,18596,623,60,12,46,0
63655,9964,819,12,18,24,0
57881,16895,687,48,17,42,0
54169,26432,705,36,2,42,0
49069,15498,696,48,9,27,0
62838,16438,708,36,13,22,0
10000,33852,523,48,12,18,1
52233,17351,712,60,7,31,0
68074,12455,676,36,16,31,0
19726,35807,473,24,8,18,1
51359,9542,703,36,12,36,0
58383,12641,789,48,16,28,0
10000,41748,499,12,11,34,1
73254,16401,748,60,19,29,0
18790,46318,476,24,19,29,1
68415,20241,790,24,16,24,0
43240,15029,717,60,7,34,0
16572,36770,582,60,15,27,1
60251,1611,676,12,13,29,0
65206,20385,695,24,1,46,0
10793,36842,485,48,8,23,1
66906,12873,721,48,1,29,0
66873,14999,705,24,4,41,0
54310,21074,660,60,9,51,0
63120,14267,723,60,10,37,0
75423,21438,667,36,4,36,0
83002,16389,697,12,3,45,0
79855,10264,684,60,8,35,0
80861,19323,623,24,12,31,0
57587,8789,629,48,13,36,0
70992,11922,772,48,9,34,0
24967,43891,404,24,8,19,1
75538,18154,775,48,3,38,0
66787,23229,718,36,10,39,0
59631,13240,697,60,3,35,0
14537,36410,511,60,3,28,1
54006,19768,739,24,11,31,0
55626,13760,680,36,15,42,0
52475,19678,669,12,18,27,0
60583,15931,694,48,2,49,0
59032,20275,704,60,4,39,0
10000,38706,525,12,5,25,1
63201,13448,708,12,12,26,0
16375,35523,450,36,5,20,1
68802,13567,680,60,12,51,0
57699,17985,618,60,4,21,0
20822,37208,480,48,19,18,1
54468,23882,687,36,8,32,0
42437,17161,665,12,16,29,0
64474,23302,684,12,3,27,0
41112,7733,614,60,17,18,0
22670,44194,480,48,18,18,1
56133,15652,678,12,7,48,0
75790,11909,772,60,3,26,0
53533,21225,723,12,16,35,0
59228,7145,714,60,3,28,0
14006,48077,559,36,16,24,1
59403,14187,741,36,5,35,0
67384,19888,697,12,6,47,0
46787,12225,663,12,11,26,0
52484,9574,699,12,6,28,0
76438,7480,668,24,3,32,0
56326,14279,703,12,13,34,0
47691,21386,704,36,17,41,0
61726,16170,711,12,15,20,0
55950,19326,734,12,5,30,0
13872,36853,481,36,8,33,1
55156,16587,680,24,15,49,0
72788,19647,732,48,7,44,0
23376,33270,407,36,13,25,1
16751,42766,504,24,0,20,1
28949,33003,407,36,9,20,1
51467,25638,716,36,8,34,0
67019,20912,691,24,5,42,0
23436,43830,521,24,7,25,1
45053,7073,758,12,5,20,0
14772,49021,553,24,4,42,1
17311,40104,522,24,6,18,1
54490,8133,743,48,9,42,0
69019,9530,784,60,11,25,0
60867,24468,634,60,19,31,0
13884,39054,571,36,12,38,1
10000,48736,514,24,18,19,1
77775,23595,793,48,1,31,0
60463,8540,624,12,2,24,0
78180,15126,683,48,14,39,0
22858,37320,515,60,11,30,1
10241,32744,562,48,4,18,1
56681,17157,690,12,2,27,0
12979,42182,495,24,1,22,1
49764,15317,688,24,10,53,0
75911,8135,741,24,0,47,0
44730,12072,720,12,2,42,0
64327,8429,735,36,6,31,0
14481,47581,519,60,17,30,1
48834,14847,632,60,16,38,0
51444,7113,684,36,5,44,0
12216,45037,384,48,4,23,1
70461,11383,704,36,2,28,0
67041,14926,704,24,1,39,0
64577,10441,644,48,14,34,0
63126,18406,655,48,8,20,0
54816,22931,697,24,5,33,0
61874,15806,825,60,15,37,0
69609,14161,698,12,14,38,0
65028,13626,641,36,11,35,0
18093,43257,557,12,18,38,1
46898,2727,734,12,10,35,0
62140,22068,783,24,18,38,0
49216,10443,652,36,11,38,0
49622,16966,634,36,0,32,0
10000,46328,485,12,10,18,1
29407,41580,517,48,2,19,1
71146,12568,747,60,14,34,0
57599,23448,612,48,16,49,0
70893,20400,645,36,6,25,0
10000,39302,459,36,13,18,1
58961,17007,619,24,14,39,0
28219,39821,590,36,12,18,1
17231,44927,475,24,5,35,1
77793,14562,635,24,4,34,0
53931,12176,676,12,2,31,0
58875,13389,726,36,8,44,0
69713,12847,671,24,19,28,0
76769,24793,694,36,11,27,0
20685,35768,498,48,8,23,1
17353,44991,548,36,5,29,1
67866,13014,657,36,12,42,0
67340,5377,680,48,6,45,0
72265,17852,693,36,2,29,0
47899,7570,707,48,6,44,0
45577,19960,735,48,9,29,0
61030,11603,673,36,5,30,0
57268,11346,726,48,1,25,0
63229,4972,792,60,12,28,0
24134,34052,539,24,11,31,1
58651,17069,683,48,10,32,0
21109,45443,480,36,9,18,1
21980,46408,508,36,19,27,1
60365,16203,699,48,18,40,0
59079,18337,706,12,7,37,0
36088,14323,574,60,17,36,0
23411,35387,538,24,8,18,1
42713,18198,765,24,17,24,0
10000,42338,436,24,10,18,1
11027,41166,422,24,0,22,1
53731,6241,690,48,16,34,0
25655,35255,563,24,11,21,1
22449,37256,448,24,1,24,1
54495,17788,682,60,1,25,0
60799,12299,669,24,11,36,0
17409,35999,556,12,13,22,1
31195,42035,569,60,19,30,1
23475,36997,553,36,0,26,1
40962,19160,627,60,8,33,0
15476,38845,525,12,13,35,1
53492,16845,607,48,0,42,0
62927,15618,689,24,9,41,0
57506,13395,631,24,18,33,0
10000,30896,505,12,14,19,1
18147,49812,431,12,11,28,1
47888,8898,687,24,17,23,0
71166,13154,727,36,6,24,0
55333,15083,688,36,1,19,0
56158,9993,699,36,12,48,0
49852,10670,595,36,12,28,0
23216,41505,460,48,5,26,1
73331,22176,692,12,0,36,0
48570,19014,603,48,17,31,0
14263,34442,481,24,10,26,1
41761,18981,666,24,2,39,0
62105,16524,676,12,2,22,0
55632,19291,695,36,17,30,0
72863,20843,659,24,14,41,0
71847,19220,651,60,17,19,0
49957,14082,706,12,10,26,0
53725,4840,705,36,0,26,0
10000,39120,481,24,8,18,1
59519,19929,645,24,12,40,0
59814,12925,660,12,11,27,0
65932,18430,679,24,1,40,0
79585,12265,739,24,14,52,0
60364,18827,691,60,11,43,0
63012,8649,738,48,1,31,0
62681,11050,709,60,6,22,0
21920,39691,496,12,18,26,1
48400,20474,693,24,9,35,0
56727,15450,729,24,9,37,0
58257,9179,711,60,19,23,0
81814,14530,649,12,0,36,0
63097,14848,740,60,8,45,0
56897,16287,772,12,5,29,0
57251,11717,714,24,5,36,0
68727,17329,652,36,15,36,0
53867,20871,725,12,5,28,0
50431,10946,751,60,14,53,0
30035,42579,500,24,15,25,1
55086,8207,760,60,11,44,0
63258,20131,669,24,0,44,0
67764,13946,739,36,5,48,0
56968,20971,660,60,7,38,0
14827,42197,480,60,8,27,1
20438,45057,593,60,17,29,1
45340,20075,705,24,2,32,0
59266,18548,736,48,15,22,0
71794,13895,714,12,0,39,0
26347,14198,777,48,18,25,0
73371,7621,653,36,3,44,0
61043,9888,665,12,6,39,0
21255,36739,515,24,15,31,1
33538,47993,574,24,17,37,1
65796,16437,763,24,10,28,0
56895,14822,688,60,15,46,0
64912,12814,696,48,10,27,0
32004,38562,554,24,15,29,1
64382,15743,650,60,17,25,0
27604,43464,447,36,17,25,1
22673,38201,450,48,19,22,1
49424,17192,712,36,2,35,0
34778,34920,401,36,13,22,1
59787,23553,611,36,2,39,0
48670,9871,694,12,6,35,0
34220,6831,792,60,5,41,0
51443,17768,706,12,5,26,0
45972,18482,784,36,10,42,0
29715,41196,520,60,19,24,1
57412,14838,722,12,7,31,0
59106,22308,699,48,5,38,0
68816,9563,653,60,11,33,0
57038,7676,637,36,15,37,0
68970,8661,711,60,8,35,0
59345,16131,733,60,17,57,0
36967,18665,696,60,15,39,0
17860,36698,484,60,2,25,1
29261,36624,559,48,8,26,1
33071,47061,393,12,2,35,1
30399,36661,602,24,2,28,1
68471,11225,695,60,17,45,0
56868,16816,692,36,15,29,0
25974,34837,544,36,2,19,1
53610,16157,670,60,16,44,0
69227,15375,715,36,1,33,0
42370,19625,746,12,16,28,0
20865,44125,473,60,14,26,1
65570,15440,678,36,17,29,0
66945,20715,779,48,7,39,0
19544,36081,486,60,1,18,1
56335,14389,704,60,18,32,0
19339,42381,494,12,3,23,1
51774,9224,701,60,14,36,0
54971,10448,681,48,1,37,0
59904,20323,737,24,17,36,0
49234,9523,650,48,7,29,0
49253,17762,708,36,18,37,0
10000,32662,522,24,5,18,1
72881,23944,732,48,8,30,0
38009,40189,405,12,1,31,1
65778,7340,744,36,3,41,0
46100,4084,741,36,14,28,0
56816,14196,694,48,3,27,0
52743,18212,631,12,0,32,0
65131,19474,760,36,17,29,0
12856,38522,418,12,10,22,1
63433,7508,649,60,6,23,0
66022,8540,664,36,7,40,0
18036,39682,480,24,17,29,1
38976,17447,733,60,13,40,0
61649,13075,682,60,13,40,0
22809,41595,468,24,6,22,1
14448,42823,533,24,2,22,1
70701,25811,754,36,15,34,0
73687,15226,698,12,19,34,0
62115,11659,751,12,12,33,0
32819,20237,669,12,4,32,0
69739,13007,708,12,14,46,0
26502,33538,470,48,4,29,1
66411,26370,616,36,14,27,0
72175,14723,719,24,16,19,0
68173,15094,711,60,16,31,0
78369,13424,706,12,5,38,0
57945,7551,664,36,9,33,0
66438,9346,729,36,0,35,0
68306,15694,694,60,0,21,0
10000,44297,395,24,0,44,1
64669,26714,644,60,15,41,0
61451,25470,716,60,0,21,0
71933,15333,693,60,12,36,0
46169,15003,648,60,16,31,0
24254,48596,582,24,9,45,1
50695,12934,648,48,3,36,0
62361,11714,655,48,8,20,0
63703,7703,696,48,9,31,0
55876,15791,784,48,10,30,0
69020,6473,731,60,17,30,0
41390,10530,673,24,15,30,0
23811,38817,433,36,12,28,1
21846,50000,432,60,10,35,1
17474,38769,533,24,10,18,1
60781,14979,788,12,9,44,0
19342,38329,508,12,13,19,1
74934,15405,638,12,12,37,0
56917,12529,666,60,2,37,0
15250,44875,522,36,2,19,1
63260,12961,685,24,5,32,0
41379,19712,745,24,5,35,0
69778,10667,737,48,10,41,0
62315,16019,591,36,9,43,0
12998,39782,419,48,17,18,1
79538,12523,730,24,1,35,0
15599,40616,511,24,8,27,1
30915,42331,516,12,3,28,1
56451,20023,718,12,8,45,0
68754,17678,744,12,11,27,0
57368,21730,654,36,6,39,0
13610,42553,504,60,17,32,1
56581,19413,691,48,13,24,0
68438,31177,665,60,2,46,0
56875,13120,706,12,17,36,0
54381,12102,686,48,3,38,0
75105,9995,632,12,19,35,0
75284,16833,602,48,3,33,0
68436,15658,628,36,1,42,0
22799,40204,491,36,19,18,1
66590,7566,679,60,8,26,0
64652,9645,769,36,0,47,0
56086,11184,654,36,3,27,0
46828,13957,657,12,17,24,0
53908,16260,740,12,6,56,0
24438,48061,559,24,19,34,1
44553,35686,476,24,1,18,1
54274,24148,711,48,9,34,0
45797,35600,525,12,10,29,1
12457,43489,589,36,18,19,1
47283,18286,711,12,1,32,0
23944,41312,494,48,13,18,1
59125,21153,751,60,0,32,0
12436,44765,449,60,1,28,1
20566,38605,499,12,0,36,1
73013,5098,731,48,5,35,0
27674,44776,422,36,13,22,1
59758,19112,718,60,0,41,0
51514,19481,663,36,0,41,0
23088,46029,475,24,14,18,1
53807,14584,731,48,14,35,0
54040,8778,783,48,10,23,0
29725,40170,462,60,6,22,1
21975,42736,429,48,10,18,1
64588,20491,646,24,18,47,0
45824,18183,573,36,19,30,0
63980,8064,695,12,8,41,0
23933,38792,451,12,18,19,1
67771,18290,738,60,7,33,0
76141,20488,701,12,13,32,0
23665,41885,494,12,1,31,1
45269,35181,515,12,17,29,1
70710,11581,677,60,12,35,0
10000,36612,483,60,19,25,1
73206,17969,774,24,14,46,0
47897,13332,690,48,5,22,0
64809,19427,696,24,9,42,0
30441,39756,455,36,7,26,1
64491,16991,729,12,15,28,0
19627,37713,571,48,17,18,1
46324,11982,672,60,1,43,0
10000,35132,592,24,17,32,1
51880,14005,712,60,10,48,0
60153,19286,664,36,10,36,0
49563,11254,590,36,13,28,0
62523,5890,741,12,19,33,0
26543,37279,501,12,6,18,1
20184,44826,485,48,10,23,1
56188,21821,756,48,19,44,0
67141,6162,752,36,14,23,0
14930,40464,561,12,14,27,1
65383,19171,681,48,7,35,0
67794,11089,678,48,10,41,0
35023,50000,613,12,16,24,1
61477,9844,704,12,4,33,0
71140,15439,695,60,4,28,0
40023,22135,713,36,17,18,0
58849,9595,773,12,12,28,0
76067,10458,643,12,9,19,0
73332,8191,661,24,13,38,0
40876,14983,666,60,12,36,0
57647,16614,665,48,6,39,0
34401,44436,518,36,18,22,1
82957,12853,637,24,6,42,0
22597,41048,408,24,17,19,1
20130,46085,426,24,19,30,1
72414,19421,651,12,6,29,0
65490,9835,681,24,4,28,0
67331,12142,709,36,6,47,0
23269,40443,516,36,8,30,1
62798,9319,713,36,14,31,0
68290,10282,752,60,6,45,0
52479,13974,730,36,17,28,0
67773,15479,681,60,13,36,0
60591,10349,681,60,3,28,0
38975,12520,713,60,7,24,0
51802,14638,639,12,18,38,0
44602,17705,654,36,6,39,0
14742,37037,551,24,7,25,1
13626,43417,564,48,0,18,1
61817,10710,796,60,12,43,0
20245,34471,496,12,3,30,1
47403,18298,734,60,13,41,0
64628,18962,609,12,6,29,0
10000,39077,512,60,0,32,1
55002,10379,580,60,17,31,0
42240,15251,733,24,7,51,0
13865,49520,416,36,13,35,1
54738,13656,662,60,19,44,0
57535,11454,623,36,6,51,0
61404,11232,762,24,9,26,0
50857,11346,609,24,10,43,0
63562,15796,708,24,10,34,0
44991,11891,706,12,1,36,0
22811,42910,491,24,9,27,1
53902,6724,744,12,17,35,0
61624,9944,730,12,19,27,0
16350,39026,562,12,18,24,1
55523,23575,621,48,1,36,0
52473,8622,663,36,7,33,0
51027,16187,710,12,9,38,0
14194,46115,470,12,6,28,1
19668,45586,463,60,5,19,1
62751,18705,716,12,15,30,0
44381,12839,667,12,17,32,0
28335,47865,510,24,2,22,1
75552,8966,721,48,14,44,0
19505,43494,469,48,4,28,1
67722,8376,768,24,0,24,0
15847,43006,566,60,3,19,1
10000,42049,452,36,17,19,1
55904,19356,753,48,6,24,0
70682,15792,668,48,4,31,0
20464,46702,483,48,19,20,1
35295,40098,468,12,15,18,1
76689,14593,595,36,12,24,0
41364,13059,648,60,12,37,0
31585,29390,477,60,14,40,1
62067,15081,629,48,11,35,0
67799,10622,701,48,14,29,0
76411,10685,732,60,8,51,0
27257,35028,485,12,18,31,1
66354,17990,618,60,7,34,0
28157,37722,388,24,11,36,1
17969,39953,573,48,8,20,1
68710,12787,740,24,17,28,0
71302,9222,732,12,12,25,0
72914,16220,691,24,0,41,0
58504,16087,646,24,5,34,0
61037,15805,739,24,19,28,0
51804,15059,640,60,6,35,0
40518,12569,660,24,0,39,0
56325,16613,640,48,10,50,0
16642,40823,475,36,10,23,1
65113,20567,746,60,13,28,0
20733,47745,518,24,18,27,1
41126,25562,702,24,12,37,0
65946,11150,730,12,3,35,0
48705,9055,725,48,13,41,0
52832,9730,801,24,0,31,0
63045,25494,678,24,1,40,0
54843,17681,718,24,0,21,0
77394,14541,715,48,5,35,0
36020,14212,740,12,7,26,0
10000,45847,511,24,8,25,1
25770,40001,534,36,0,28,1
70680,12121,658,60,8,23,0
60152,19819,666,60,10,29,0
57925,13656,694,12,11,28,0
49521,11148,686,48,12,43,0
51367,12579,693,12,6,32,0
64722,5381,675,36,19,47,0
62829,10056,726,36,3,34,0
76582,10462,749,36,1,34,0
47436,18633,611,60,12,29,0
65515,16987,649,12,10,24,0
55271,16761,657,24,5,35,0
64282,11142,725,24,15,29,0
68340,15380,649,36,18,30,0
35505,42503,561,12,12,18,1
10778,35489,464,48,15,21,1
57400,25862,787,24,14,25,0
41474,12930,730,60,13,46,0
54832,14131,669,60,2,27,0
53232,10207,670,12,9,34,0
44142,20760,726,36,4,28,0
51443,12375,776,48,16,39,0
67694,10977,704,24,5,32,0
60546,22354,623,36,8,33,0
19530,40191,528,12,4,24,1
47716,20653,593,48,11,39,0
64356,19103,662,24,18,40,0
29567,34789,548,12,15,21,1
56521,16374,730,60,0,42,0
46956,4087,740,36,3,23,0
66481,17186,718,60,10,40,0
78985,18910,748,12,7,27,0
24241,35742,495,24,0,27,1
76080,20608,735,12,2,26,0
10606,46234,470,12,15,18,1
17509,38057,435,12,12,25,1
73190,23261,734,48,10,26,0
41618,13314,742,24,14,25,0
49300,13941,682,48,9,31,0
59903,14303,660,48,19,21,0
56938,16759,727,60,18,41,0
59770,5550,645,48,18,36,0
71894,16649,651,48,1,45,0
10000,37076,506,60,7,25,1
30143,43431,432,12,8,33,1
61858,21590,665,24,5,19,0
69803,24814,668,48,15,37,0
23344,31463,582,48,12,26,1
17024,49046,530,12,5,29,1
26408,38601,483,60,10,18,1
16975,48129,525,12,9,31,1
10000,37953,572,24,10,29,1
23464,37540,503,48,6,18,1
36137,40986,553,36,0,32,1
60087,16376,748,48,18,29,0
59733,26698,710,48,18,40,0
54760,10920,827,60,7,42,0
56900,21818,698,12,14,38,0
29755,38644,480,12,3,40,1
44547,19766,656,12,9,35,0
59413,18362,767,12,0,34,0
27826,14262,682,48,1,37,0
62573,15593,639,36,0,35,0
35007,41403,480,12,9,23,1
56957,10417,771,24,4,35,0
71917,20573,729,48,6,47,0
50951,3489,736,24,14,43,0
10000,48747,518,12,8,30,1
16513,41860,531,12,3,37,1
19271,41005,544,12,14,18,1
55227,20771,663,24,13,43,0
54295,8872,730,48,3,21,0
62017,11302,666,12,11,35,0
66014,21999,724,12,18,39,0
67577,9502,705,36,3,31,0
51872,14621,693,36,14,47,0
54806,16650,727,12,11,32,0
56389,15394,631,36,10,31,0
20642,37320,457,12,17,25,1
65896,23374,717,12,12,36,0
76463,15239,743,48,17,29,0
85283,10762,568,36,0,39,0
49502,21387,646,48,9,21,0
29960,32414,493,24,3,30,1
64855,15717,745,60,4,42,0
10000,40095,516,24,2,19,1
36334,42048,515,36,7,39,1
61416,18190,725,48,7,63,0
61764,20532,753,60,7,33,0
51901,13066,699,24,17,20,0
61979,10978,686,12,5,34,0
10000,44592,488,48,15,36,1
55005,19116,659,36,13,18,0
66699,14725,667,12,16,43,0
28135,44484,449,12,16,24,1
69952,14334,697,48,6,23,0
20570,39122,513,12,9,32,1
10000,44879,525,48,9,31,1
72122,23650,739,48,15,41,0
65847,14306,679,60,16,35,0
55473,12735,700,48,17,27,0
55583,7014,725,12,5,31,0
71743,11470,718,24,16,45,0
50321,9802,707,24,8,51,0
75319,7168,618,60,1,33,0
65144,10362,680,48,17,46,0
87897,14437,754,60,8,44,0
50636,18569,675,12,9,30,0
61067,20863,720,60,2,49,0
14861,45630,480,24,15,22,1
66350,14173,749,60,1,40,0
60887,16988,669,36,11,33,0
66463,20454,739,24,7,32,0
60643,5942,733,24,5,24,0
35327,44054,415,48,10,18,1
72278,15922,680,12,15,32,0
17558,48499,494,12,9,19,1
54972,18384,669,48,8,22,0
71318,11945,713,48,0,30,0
55677,18989,717,48,4,28,0
22606,41948,509,48,10,22,1
20675,38867,479,60,1,24,1
78498,15733,639,36,17,41,0
62665,13874,747,12,4,37,0
59826,14721,730,24,16,41,0
55544,18396,721,60,5,27,0
50550,17171,633,24,1,28,0
74198,16168,730,60,10,46,0
36574,21183,718,12,10,30,0
39647,39725,584,12,17,29,1
31608,43255,514,48,13,18,1
23287,38164,560,24,16,31,1
23074,44345,410,24,10,18,1
68485,13912,675,36,17,32,0
35860,32476,392,24,11,32,1
13002,42605,507,12,10,28,1
29540,29136,583,12,17,25,1
72248,10107,700,60,16,29,0
15567,42674,466,12,9,18,1
41439,43999,435,24,14,21,1
56871,18609,679,60,0,40,0
10212,34640,550,24,8,18,1
60412,8935,734,60,3,49,0
56715,14786,771,48,7,43,0
52010,18892,721,48,1,25,0
53710,12455,609,48,6,32,0
19672,42491,518,24,2,35,1
77306,12041,707,36,16,45,0
55814,23308,718,60,3,42,0
58647,18176,678,48,6,42,0
57131,11253,774,60,16,31,0
40946,21143,740,36,11,36,0
44846,15825,719,48,9,30,0
26206,42312,495,12,12,31,1
62222,14540,717,48,9,21,0
47839,15229,741,12,7,28,0
79583,12632,804,48,5,35,0
58285,2643,727,60,18,41,0
60601,21424,665,60,17,22,0
27129,47667,457,48,2,26,1
52941,10692,690,60,17,30,0
73779,14782,698,12,13,43,0
57228,12922,721,48,5,51,0
51384,14379,633,48,6,33,0
72983,11486,641,48,7,24,0
54516,15564,678,36,3,28,0
10000,42580,533,12,15,18,1
76595,6103,696,36,19,24,0
47552,20029,781,60,13,50,0
70972,12045,708,12,6,24,0
63841,14445,710,12,19,32,0
23801,45970,447,12,9,26,1
25433,41386,375,60,16,34,1
13373,46803,451,60,13,25,1
62957,18787,722,36,10,32,0
57488,13962,623,36,7,22,0
60465,16420,672,24,8,34,0
75982,13116,686,60,0,35,0
45260,14444,724,24,15,28,0
60389,10090,712,60,1,45,0
63081,10608,639,60,18,29,0
57163,14658,623,36,15,18,0
59201,17125,769,12,18,29,0
50437,6746,693,24,8,25,0
31265,48307,527,36,16,27,1
69822,11467,661,24,0,28,0
63759,9460,764,60,1,24,0
12269,37945,506,36,11,27,1
61648,18752,688,48,6,39,0
31428,37868,552,24,9,22,1
68991,21495,736,60,0,41,0
57975,15293,745,12,6,35,0
65732,20115,703,36,14,51,0
70912,12609,716,12,8,34,0
84664,23907,691,48,17,50,0
65088,19165,787,12,15,39,0
21965,42411,502,60,16,34,1
58989,13548,737,12,8,31,0
54759,10590,780,60,12,24,0
42396,17468,653,48,6,27,0
65796,15141,592,36,9,29,0
63406,21952,674,48,12,29,0
62670,23131,669,60,6,45,0
54841,11544,610,12,0,36,0
72110,14652,690,48,1,37,0
49679,14927,669,48,1,50,0
58651,18701,707,48,16,31,0
68352,16704,820,12,7,26,0
58536,10604,738,12,0,37,0
26324,36621,460,12,3,32,1
12140,37563,461,36,14,25,1
64557,10969,796,60,9,25,0
48885,17172,672,12,13,40,0
13564,43427,510,24,11,23,1
11963,49935,421,12,6,29,1
61888,13818,707,24,13,28,0
20740,32485,544,48,13,29,1
42046,12693,632,48,18,34,0
15987,31687,597,60,18,19,1
54937,11682,749,12,19,35,0
22164,38253,398,24,13,34,1
66703,17380,578,60,7,49,0
66805,16372,659,48,7,26,0
70746,14701,708,48,8,31,0
18576,34366,506,60,4,18,1
71869,14527,780,48,15,30,0
29154,40882,497,24,0,38,1
21664,29233,580,24,10,28,1
10000,35368,429,60,18,27,1
65017,15882,751,12,0,30,0
56356,13962,614,24,18,31,0
69992,18661,682,36,6,33,0
53395,14586,754,48,7,26,0
68427,14971,653,60,7,45,0
14292,41306,492,60,3,24,1
20917,36327,511,48,9,20,1
55049,19322,696,36,6,24,0
53898,17903,710,36,12,46,0
69883,7943,740,36,5,32,0
68227,24582,763,60,10,27,0
74984,3162,649,60,18,49,0
48466,16995,633,24,14,39,0
43923,21208,781,12,19,35,0
71369,14393,678,36,19,47,0
64972,12319,737,36,19,37,0
43485,12443,689,12,8,37,0
51390,19765,668,60,9,46,0
26453,50000,411,12,6,26,1
10000,37818,496,48,4,32,1
59174,17982,754,48,12,35,0
53617,4803,647,24,19,37,0
18387,37586,463,12,10,21,1
64462,4580,745,24,8,51,0
58899,13831,742,12,11,29,0
62156,14625,609,36,14,33,0
26731,34468,533,48,18,29,1
35493,22227,653,60,13,52,0
58399,10871,591,36,9,41,0
64549,12557,610,60,3,36,0
52244,20314,627,12,11,38,0
53602,19124,699,48,7,43,0
55500,14070,641,60,16,37,0
67305,13337,674,48,0,37,0
49963,23315,616,24,19,49,0
53933,17569,750,24,5,47,0
39291,26122,742,36,0,22,0
72224,17124,706,48,3,28,0
81865,17386,705,48,7,29,0
55410,17536,651,24,14,30,0
12956,43598,454,36,8,36,1
47938,11781,689,60,19,36,0
42750,19047,664,36,18,33,0
10000,39867,540,60,5,25,1
18876,42778,508,12,16,28,1
55704,18415,739,12,16,38,0
64285,19301,745,48,10,42,0
19228,38041,434,48,15,20,1
55997,14371,697,12,0,37,0
45239,10172,687,48,8,31,0
54936,23791,708,48,10,43,0
47708,17847,744,24,9,26,0
51357,18934,728,24,1,27,0
59891,16159,666,36,15,35,0
63540,23232,743,60,4,18,0
23686,36391,472,48,13,29,1
14713,40426,456,36,14,27,1
58535,23451,730,12,14,25,0
10000,42922,526,24,2,34,1
68491,23208,627,48,1,35,0
54791,11035,781,24,19,38,0
50942,17705,713,60,18,59,0
55373,20605,732,48,0,40,0
12980,40724,524,24,6,18,1
11690,44687,473,36,5,19,1
59748,11893,814,12,0,45,0
62791,10730,671,48,18,35,0
66753,15091,731,24,4,20,0
43633,13947,678,36,7,32,0
58253,13104,699,36,4,35,0
